Date,Year,Day,Time,PH_INT,PH_EXT,TEMP,TEMP_CTD,Salinity,Oxygen
2016162,2016,162,9.51538086,8.006268,7.98015,26.14012,25.88662,34.26934,4.4538
2016162,2016,162,9.76537514,8.002874,7.976352,26.11246,25.85986,34.2692,4.409
2016162,2016,162,10.0151251,7.998768,7.972516,26.0867,25.83434,34.26878,4.3646
2016162,2016,162,10.2957117,7.99369,7.968962,26.06,25.8061,34.2685,4.32075
2016162,2016,162,10.51512892,7.990856,7.964598,26.03756,25.78774,34.26822,4.2846
2016162,2016,162,10.76515904,7.986418,7.960072,26.0159,25.76702,34.26776,4.2442
2016162,2016,162,11.01515846,7.982054,7.956048,25.9949,25.7477,34.26754,4.204
2016162,2016,162,11.26515846,7.978508,7.952216,25.97638,25.73078,34.26704,4.1676
2016162,2016,162,11.51546402,7.97397,7.947834,25.96128,25.71934,34.26602,4.1344
2016162,2016,162,11.7651863,7.969748,7.943968,25.9495,25.70968,34.26494,4.102
2016162,2016,162,12.01518688,7.96553,7.939184,25.93588,25.69544,34.2646,4.0682
2016162,2016,162,12.26519738,7.961668,7.936056,25.91824,25.6779,34.26396,4.0404
2016162,2016,162,12.51523094,7.95784,7.932496,25.90252,25.66108,34.26416,4.0088
2016162,2016,162,12.76524202,7.953276,7.927772,25.88284,25.63962,34.26374,3.9846
2016162,2016,162,13.01524162,7.950026,7.925398,25.86154,25.61738,34.26312,3.961
2016162,2016,162,13.26525268,7.946516,7.921742,25.84362,25.60076,34.2621,3.9374
2016162,2016,162,13.51527538,7.94348,7.918302,25.82746,25.58592,34.26136,3.9186
2016162,2016,162,13.7652811,7.94097,7.915522,25.81124,25.56906,34.26018,3.9012
2016162,2016,162,14.0152918,7.938194,7.91281,25.7933,25.55122,34.25982,3.8848
2016162,2016,162,14.26529752,7.935658,7.909748,25.77884,25.53888,34.25872,3.8698
2016162,2016,162,14.51531888,7.933008,7.908934,25.75924,25.51188,34.2521,3.8518
2016162,2016,162,14.76532534,7.930714,7.907716,25.7364,25.4874,34.25278,3.8224
2016162,2016,162,15.0153366,7.928358,7.904956,25.71528,25.46418,34.2541,3.801
2016162,2016,162,15.26535302,7.925452,7.902324,25.69374,25.44246,34.2547,3.7832
2016162,2016,162,15.51533642,7.922562,7.89986,25.67472,25.42614,34.2554,3.761
2016162,2016,162,15.7653696,7.920108,7.896356,25.65256,25.40142,34.25644,3.7404
2016162,2016,162,16.01537552,7.9179,7.894586,25.63356,25.38614,34.25722,3.7216
2016162,2016,162,16.26536406,7.915734,7.892142,25.6196,25.37582,34.2579,3.7064
2016162,2016,162,16.51539232,7.91401,7.889844,25.60788,25.36678,34.25856,3.7018
2016162,2016,162,16.76512566,7.912956,7.889644,25.60106,25.36466,34.25914,3.6998
2016162,2016,162,17.01514662,7.912162,7.88876,25.5945,25.36006,34.26006,3.7058
2016162,2016,162,17.26515846,7.912948,7.889394,25.58926,25.35524,34.26098,3.7188
2016162,2016,162,17.51514588,7.913148,7.889978,25.58564,25.35282,34.262,3.7392
2016162,2016,162,17.76518096,7.91309,7.889872,25.57506,25.33928,34.26322,3.7516
2016162,2016,162,18.0151863,7.91465,7.89115,25.56826,25.33588,34.26446,3.7684
2016162,2016,162,18.26519662,7.917466,7.89333,25.57244,25.34272,34.26558,3.8168
2016162,2016,162,18.51520348,7.918268,7.89525,25.57222,25.34408,34.26662,3.8462
2016162,2016,162,18.76521416,7.922104,7.898584,25.58046,25.35938,34.2676,3.89
2016162,2016,162,19.01521416,7.92626,7.902974,25.59898,25.38298,34.26872,3.9556
2016162,2016,162,19.26522522,7.929572,7.907406,25.61966,25.41002,34.26926,4.0188
2016162,2016,162,19.51525346,7.93654,7.913984,25.65872,25.45842,34.26534,4.1078
2016162,2016,162,19.76523628,7.940316,7.918436,25.69334,25.49976,34.26488,4.1826
2016162,2016,162,20.01524202,7.94845,7.927342,25.76548,25.5884,34.2657,4.3004
2016162,2016,162,20.26528054,7.95751,7.93725,25.8614,25.70824,34.26546,4.4454
2016162,2016,162,20.5152916,7.966768,7.94799,25.96798,25.82632,34.26578,4.6022
2016162,2016,162,20.7652977,7.975896,7.959278,26.09298,25.96808,34.26598,4.756
2016162,2016,162,21.01531906,7.98418,7.968652,26.21258,26.08728,34.2666,4.9098
2016162,2016,162,21.26530876,7.992584,7.977486,26.29906,26.15692,34.26702,5.0454
2016162,2016,162,21.51532554,8.001716,7.98826,26.38674,26.2416,34.26748,5.1856
2016162,2016,162,21.7653534,8.012812,7.999912,26.49038,26.35246,34.26862,5.3478
2016162,2016,162,22.015353,8.024474,8.012012,26.60824,26.47446,34.27006,5.5186
2016162,2016,162,22.26537438,8.03516,8.022474,26.71918,26.5821,34.27142,5.672
